Show_ID,Type,Title,Category,Date_Added,Rating,Director,Description
s7533,Movie,My Brother ... Nikhil,"Dramas, Independent Movies, International Movies",2018-10-30,TV-PG,Onir,"After being diagnosed HIV-positive, a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend."
s7534,Movie,My Daddy is in Heaven,"Dramas, Faith & Spirituality",2018-06-12,TV-14,Waymon Boone,"After the sudden loss of her husband, a mother has a crisis of faith and struggles to keep her life together for the sake of her daughter and herself."
s7535,Movie,My Dog is My Guide,"Comedies, International Movies",2019-04-18,TV-14,Ismail Farouk,"Relocated to a new post and struggling to adjust, a police officer further complicates his life by falling for a woman he has little in common with."
s7536,Movie,My Entire High School Sinking Into the Sea,"Comedies, Independent Movies",2018-01-23,PG-13,Dash Shaw,"After an earthquake sends their school building drifting into the sea, a group of high-schoolers struggles to survive and overcome clique wars."
s7537,Movie,My Ex-Ex,"Comedies, Romantic Movies",2017-08-15,TV-MA,Nathaniel Warsh,A recently dumped attorney hires a psychic to help her win back her boyfriend. Things take an unexpected turn when another ex re-enters the picture.
s7540,Movie,My Life as a Zucchini,"Comedies, Dramas, International Movies",2017-10-01,PG-13,Claude Barras,"A 9-year-old boy finds his life upended when he's sent to live in an orphanage in this stop-motion animated tale of loss, friendship and young love."
s7542,Movie,My Little Pony Equestria Girls: Friendship Games,"Children & Family Movies, Comedies",2015-12-01,TV-Y,"Ishi Rudell, Jayson Thiessen","Rainbow Dash, Applejack and friends compete against Crystal Prep Academy and their lead athlete, this world's Twilight Sparkle, in sporting events."
s7543,Movie,My Little Pony Equestria Girls: Rainbow Rocks,"Children & Family Movies, Comedies",2014-12-17,TV-Y,"Jayson Thiessen, Ishi Rudell","Rainbow Dash, Applejack, Pinkie Pie, Rarity and Fluttershy plan to perform with their new band at the Canterlot High musical showcase."
s7545,Movie,"My Schoolmate, the Barbarian","Action & Adventure, Comedies, International Movies",2018-08-16,TV-14,"Siu-hung Chung, Wong Jing","A brainy private school student is transferred to a far less elite institution, where he must fend off classmates who settle scores with fistfights."
s7546,Movie,My Scientology Movie,Documentaries,2017-07-13,TV-MA,John Dower,"After speaking with former Scientology members and being stonewalled by higher-ups, filmmaker Louis Theroux hires actors to re-create alleged events."
s7547,Movie,My Sister's Keeper,Dramas,2019-09-01,PG-13,Nick Cassavetes,A former defense attorney finds herself back in court when she and her husband are sued for medical emancipation by their 11-year-old daughter.
s7549,Movie,My True Friend,"Action & Adventure, Dramas, International Movies",2018-07-25,TV-MA,Atsajun Sattakovit,A bullied student forms a bond with the leader of a youth gang and discovers the power and meaning of true friendship.
s7550,Movie,My Week with Marilyn,"Dramas, Romantic Movies",2019-05-30,R,Simon Curtis,"While filming a movie in England, Hollywood icon Marilyn Monroe slips away with a young Brit for a week of self-discovery and frivolity."
s7553,Movie,Mythily Veendum Varunnu,"Horror Movies, International Movies",2018-08-01,TV-PG,Sabu Varghese,"After losing her father, a young woman moves to the city to earn money. When she finds a job at a mysterious bungalow, her worst nightmares come true."
s7554,Movie,Nacho Libre,"Comedies, Sports Movies",2019-11-01,PG,Jared Hess,"When Ignacio learns of an orphanage's financial woes, he pitches in to help – by disguising himself and joining the professional wrestling circuit."
s7556,Movie,Nails,Horror Movies,2018-03-10,TV-MA,Dennis Bartok,"Recently paralyzed in a devastating car accident, Dana begins to suspect a dark and sinister force may be lurking within her hospital room."
s7558,Movie,Namak Halaal,"Action & Adventure, Comedies, International Movies",2019-12-31,TV-14,Prakash Mehra,"While loyally defending his boss from mobsters trying to kill him, a naive, hotel bellboy discovers the family he never knew he had."
s7559,Movie,Namour,"Dramas, Independent Movies",2017-03-15,NR,Heidi Saman,"Aimless valet driver Steven Bassem can't find the motivation to get a better job, even when his fractious immigrant family starts falling apart."
s7560,Movie,Naruto Shippuden : Blood Prison,"Action & Adventure, Anime Features, International Movies",2017-09-01,TV-14,Masahiko Murata,"Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed."
s7561,Movie,Natalia Valdebenito: Gritona,Stand-Up Comedy,2017-11-10,TV-MA,Natalia Valdebenito,"Chile's Natalia Valdebenito hits Santiago's Teatro Caupolicán with a one-woman show steeped in irony, a dash of improv and her own personal style."
s7564,Movie,National Parks Adventure,Documentaries,2018-02-01,TV-G,Greg MacGillivray,"Narrated by Robert Redford, this documentary tours the awe-inspiring landscapes, historic sites and untamed wilderness of America's great parks."
s7565,Movie,National Treasure,"Action & Adventure, Children & Family Movies",2018-06-01,PG,Jon Turteltaub,"Modern treasure hunters search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin."
s7566,Movie,Natsamrat - Asa Nat Hone Nahi,"Dramas, International Movies",2018-06-01,TV-14,Mahesh Manjrekar,"A veteran Shakespearean actor steps off the stage and into the painful tragedy of old age, facing ungrateful family and his fleeting legacy."
s7567,Movie,Natural Born Pranksters,Comedies,2016-09-15,R,"Roman Atwood, Ben Pluimer","The biggest pranksters on YouTube – VitalyzdTV, Dennis Roady and Roman Atwood – turn Hollywood into ""Prankwood"" with their most over-the-top stunts."
s7568,Movie,Natural Selection,"Dramas, Independent Movies",2016-12-01,R,Chad L. Scheifele,"As the new kid, a shy high school senior finds himself tormented by all his peers except one. But his new friend has a dark, infectious outlook."
s7578,Movie,Neruda,"Dramas, International Movies",2017-06-26,R,Pablo Larraín,"When a Chilean policeman vows to find and capture leftist poet Pablo Neruda, a game of cat and mouse ensues that tests both their wills."
s7579,Movie,Never Heard,"Dramas, Faith & Spirituality",2019-02-15,TV-PG,Josh Webber,"As his father sits behind bars, a young man is lured into Los Angeles' merciless drug world and forced to choose between God and gang life."
s7580,Movie,New York Minute,"Children & Family Movies, Comedies",2020-01-01,PG,Dennie Gordon,"When bickering teenage twins accidentally land in the middle of a criminal operation, they'll have to work together to get themselves out of trouble."
s7582,Movie,Next,"Action & Adventure, Sci-Fi & Fantasy",2019-07-01,PG-13,Lee Tamahori,Las Vegas magician Cris can see a few minutes into the future and an FBI agent wants his help thwarting a nuclear attack.
s7583,Movie,Nibunan,"Action & Adventure, Dramas, International Movies",2018-05-01,TV-14,Arun Vaidyanathan,"With numbers written on a doll as their only clue, three officers of the law track down a psychotic killer, unearthing dark secrets along the way."
s7584,Movie,Night Comes On,"Dramas, Independent Movies",2020-08-27,TV-MA,Jordana Spiro,A teen fresh out of juvenile detention tries to rescue her sister from foster care in order to exact revenge on their father for their mother's murder.
s7585,Movie,Night Moves,"Dramas, Independent Movies, Thrillers",2019-06-30,R,Kelly Reichardt,A pair of young environmentalists enlist the help of an ex-military explosives expert to carry out a dangerous act of eco-terrorism.
s7586,Movie,Nightcrawler,"Dramas, Independent Movies, Thrillers",2020-08-10,R,Dan Gilroy,A young hustler finds success trolling the streets of Los Angeles to film disasters and death. But the darkness he captures starts to take hold of him.
s7588,Movie,Nights in Rodanthe,"Dramas, Romantic Movies",2019-07-01,PG-13,George C. Wolfe,"When a hurricane hits a coastal North Carolina inn and strands the only guest, surgeon Paul Flanner, a young woman's life changes forever."
s7591,Movie,No Entry,"Comedies, International Movies",2018-03-01,TV-PG,Anees Bazmee,"After a prank goes sideways, three buddies find their relationships  – with women and each other – tested in unexpected ways."
s7592,Movie,No Estoy Loca,"Comedies, Dramas, International Movies",2018-05-04,TV-MA,Nicolás López,A woman enters a quirky mental health clinic after attempting suicide upon finding out her husband is having an affair with her best friend.
s7593,Movie,No Reservations,"Comedies, Romantic Movies",2019-10-01,PG,Scott Hicks,"Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian."
s7595,Movie,Norm of the North: Family Vacation,Children & Family Movies,2020-05-25,TV-Y7,Anthony Bell,"Stressed by his duties as king and father, Norm must secretly find his stolen crown while taking his family on a much-needed vacation."
s7596,Movie,Norm of the North: Keys to the Kingdom,Children & Family Movies,2020-08-21,TV-PG,Tim Maltby,"When Norm the polar bear is framed for a crime he didn’t commit, his friends step up to help him clear his name."
s7597,Movie,Norm of the North: King Sized Adventure,"Children & Family Movies, Comedies",2019-09-09,TV-PG,"Richard Finn, Tim Maltby","Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first."
s7601,Movie,NOVA: Black Hole Apocalypse,Documentaries,2019-07-01,TV-G,Rushmore DeNooyer,"Astrophysicists show how black holes might hold answers to how the universe evolved, leading to life on Earth and, ultimately, the human race."
s7602,Movie,NOVA: Building Chernobyl's MegaTomb,Documentaries,2019-07-01,TV-PG,Martin Gorst,"Thirty years after Chernobyl’s nuclear disaster, engineers race against time to complete a new dome to contain the reactor’s lethal radiation."
s7603,Movie,NOVA: Chinese Chariot Revealed,Documentaries,2019-07-01,TV-PG,Giulia Clark,"The chariot dominated Chinese warfare for millennia. Now, a team of experts is building their own and unlocking its many secrets."
s7604,Movie,NOVA: Day the Dinosaurs Died,Documentaries,2019-07-01,TV-PG,Sarah Holt,"Drilling into the impact crater of the asteroid that wiped out the dinosaurs, a group of scientists unearths new evidence about the catastrophic event."
s7605,Movie,NOVA: Death Dive to Saturn,Documentaries,2019-07-01,TV-G,Terri Randall,"After decades of amazing discoveries, spacecraft Cassini embarks on its final – and most daring – mission: a dive below Saturn’s rings."
s7606,Movie,NOVA: Decoding the Weather Machine,Documentaries,2019-07-01,TV-14,Doug Hamilton,"Scientists investigate Earth’s climate machine, looking for clues across the globe, from Greenland’s ice sheet to the desert of Australia."
s7608,Movie,NOVA: Extreme Animal Weapons,Documentaries,2019-07-01,TV-PG,Peter Fison,"From huge tusks to giant horns, some animals sport weaponry that’s larger than life. Researchers explain the science behind this biological arms race."
s7609,Movie,NOVA: First Face of America,Documentaries,2019-07-01,TV-PG,Graham Townsley,"During risky expeditions in an underwater cave, scientists unearth a 13,000-year-old skeleton to gain insight into the earliest known humans in America."
s7612,Movie,NOVA: Killer Hurricanes,Documentaries,2019-07-01,TV-PG,Oliver Twinch,"Scientists research the world’s deadliest hurricane, trying to understand what this 18th-century storm could tell us about our own future."
s7613,Movie,NOVA: Killer Volcanoes,Documentaries,2019-07-01,TV-PG,Oliver Twinch,Evidence of a mysterious medieval famine leads researchers on a quest for one of the deadliest volcanoes in human history.
s7614,Movie,NOVA: Poisoned Water,Documentaries,2019-07-01,TV-PG,Llewellyn M. Smith,"This documentary details how the water disaster in Flint, Michigan happened, its lasting effects, and the lengthy efforts it took to correct it."
s7615,Movie,NOVA: Prediction by the Numbers,Documentaries,2019-07-01,TV-G,Daniel McCabe,"With the science of forecasting flourishing, this documentary explores how predictions inform our lives and statistics and algorithms' reliability."
s7616,Movie,NOVA: Secrets of the Shining Knight,Documentaries,2019-07-01,TV-PG,Peter Yost,A master armorer and his team recreate parts of a knight's medieval armor and test its strength while rediscovering centuries-old metalworking secrets.
